Country,YearsCode,EdLevel,Employment,LanguageHaveWorkedWith,ConvertedCompYearly
United States of America,6.0,Primary school,Full-time,8.0,36000.0
Other,10.0,Associate's,Full-time,7.0,69984.0
United States of America,9.0,Professional,Full-time,6.0,95000.0
India,7.0,Master's,Full-time,6.0,33710.0
United States of America,4.0,Master's,Full-time,6.0,185000.0
India,36.0,Master's,Full-time,10.0,16274.0
United States of America,7.0,Master's,Full-time,4.0,160000.0
Australia,7.0,Master's,Full-time,6.0,84512.0
India,17.0,Master's,Full-time,5.0,81368.0
India,6.0,Bachelor's,Full-time,3.0,39521.0
Other,6.0,Bachelor's,Full-time,2.0,53487.0
United States of America,14.0,Master's,Full-time,9.0,480000.0
Australia,19.0,Bachelor's,Full-time,6.0,123518.0
Germany,10.0,Some college,Full-time,1.0,58007.0
Canada,45.0,Bachelor's,Full-time,3.0,69310.0
Other,44.0,High school,Full-time,3.0,117459.0
Canada,41.0,Some college,Full-time,2.0,80254.0
Switzerland,7.0,High school,Full-time,5.0,161191.0
Other,15.0,Bachelor's,Full-time,4.0,60000.0
United States of America,6.0,Some college,Full-time,12.0,135000.0
Canada,5.0,Some college,Full-time,3.0,40127.0
Other,15.0,Bachelor's,Full-time,,150000.0
Australia,25.0,Master's,Full-time,7.0,58508.0
India,8.0,Bachelor's,Full-time,6.0,15344.0
India,18.0,Bachelor's,Full-time,2.0,127864.0
Italy,20.0,Bachelor's,Full-time,10.0,27844.0
Poland,9.0,Master's,Full-time,,18011.0
United States of America,13.0,Bachelor's,Full-time,8.0,390000.0
Sweden,12.0,Bachelor's,Full-time,4.0,90566.0
Sweden,40.0,High school,Full-time,8.0,209643.0
India,13.0,Master's,Full-time,5.0,49983.0
France,32.0,Professional,Full-time,3.0,118335.0
India,15.0,Bachelor's,Full-time,3.0,37197.0
United States of America,29.0,Master's,Full-time,16.0,300000.0
Other,25.0,Master's,Full-time,1.0,92812.0
India,13.0,Master's,Full-time,4.0,34872.0
Other,20.0,Bachelor's,Full-time,2.0,78890.0
Poland,11.0,Master's,Full-time,9.0,65496.0
Other,7.0,Bachelor's,Full-time,10.0,20057.0
United States of America,28.0,Professional,Full-time,4.0,200000.0
Other,13.0,Master's,Full-time,9.0,37475.0
Australia,23.0,Bachelor's,Full-time,6.0,94264.0
Canada,17.0,Master's,Full-time,3.0,127677.0
United Kingdom of Great Britain and Northern Ireland,21.0,Bachelor's,Full-time,5.0,136141.0
Australia,20.0,Bachelor's,Full-time,9.0,100765.0
United States of America,42.0,Bachelor's,Full-time,14.0,400000.0
Netherlands,30.0,Master's,Full-time,3.0,104413.0
Other,5.0,Primary school,Full-time,5.0,58471.0
Other,23.0,Master's,Full-time,4.0,69609.0
Australia,15.0,Bachelor's,Full-time,7.0,162523.0
United States of America,30.0,Some college,Full-time,13.0,225000.0
Other,26.0,Master's,Full-time,5.0,40605.0
Italy,40.0,Professional,Full-time,9.0,34804.0
United States of America,12.0,Professional,Full-time,10.0,180000.0
Other,5.0,Master's,Full-time,3.0,68449.0
Spain,10.0,Master's,Full-time,6.0,81210.0
India,12.0,Bachelor's,Full-time,1.0,58120.0
Germany,10.0,High school,Full-time,6.0,60328.0
United States of America,10.0,Bachelor's,Full-time,11.0,135000.0
United States of America,15.0,Master's,Full-time,3.0,150000.0
Other,8.0,Bachelor's,Full-time,5.0,11464.0
Other,9.0,Master's,Full-time,4.0,87011.0
Other,17.0,Bachelor's,Full-time,2.0,63808.0
Germany,23.0,High school,Full-time,5.0,35965.0
Other,12.0,Master's,Full-time,6.0,104199.0
Other,33.0,Bachelor's,Full-time,4.0,75817.0
Poland,32.0,Master's,Full-time,6.0,81870.0
Other,28.0,Master's,Full-time,7.0,70208.0
Other,15.0,Master's,Full-time,,101100.0
Germany,20.0,Master's,Full-time,9.0,58007.0
Ukraine,15.0,Bachelor's,Full-time,3.0,85851.0
Australia,10.0,Bachelor's,Full-time,2.0,123518.0
Spain,30.0,Bachelor's,Full-time,2.0,58007.0
Australia,30.0,Bachelor's,Full-time,9.0,117017.0
Germany,15.0,Master's,Full-time,7.0,47566.0
India,13.0,Bachelor's,Full-time,4.0,24410.0
United States of America,10.0,Bachelor's,Full-time,8.0,190000.0
Other,30.0,Master's,Full-time,7.0,93856.0
Other,15.0,Master's,Full-time,11.0,79674.0
United States of America,7.0,Bachelor's,Full-time,10.0,270000.0
Spain,15.0,Master's,Full-time,5.0,58007.0
Other,45.0,Bachelor's,Full-time,2.0,73536.0
Germany,10.0,Bachelor's,Full-time,6.0,55687.0
Other,25.0,Bachelor's,Full-time,6.0,75410.0
Other,13.0,Master's,Full-time,8.0,32764.0
Germany,13.0,Bachelor's,Full-time,9.0,96292.0
Switzerland,13.0,Master's,Full-time,7.0,132672.0
Other,36.0,Primary school,Full-time,4.0,92812.0
Other,13.0,Bachelor's,Full-time,7.0,103088.0
Other,12.0,Bachelor's,Full-time,6.0,42813.0
Germany,9.0,Bachelor's,Full-time,12.0,66128.0
Germany,25.0,High school,Full-time,6.0,68449.0
India,,Bachelor's,Full-time,4.0,75556.0
Sweden,12.0,Master's,Full-time,7.0,91321.0
Other,40.0,Master's,Full-time,5.0,52207.0
Other,18.0,Master's,Full-time,2.0,64592.0
France,15.0,Professional,Full-time,3.0,92812.0
Other,24.0,Bachelor's,Full-time,5.0,155521.0
Other,17.0,Master's,Full-time,6.0,83571.0
Other,15.0,Master's,Full-time,3.0,162421.0
Other,35.0,Professional,Full-time,5.0,76570.0
Germany,30.0,Master's,Full-time,5.0,104413.0
United States of America,12.0,Master's,Full-time,2.0,34000.0
India,8.0,Master's,Full-time,9.0,11624.0
Poland,18.0,Master's,Full-time,4.0,81870.0
India,12.0,Master's,Full-time,5.0,26735.0
Switzerland,14.0,Some college,Full-time,2.0,101550.0
India,3.0,Bachelor's,Full-time,4.0,26735.0
United States of America,30.0,Bachelor's,Full-time,10.0,225000.0
Switzerland,8.0,Bachelor's,Full-time,5.0,61996.0
India,8.0,Bachelor's,Full-time,6.0,13949.0
Other,6.0,Bachelor's,Full-time,7.0,26683.0
Germany,7.0,Bachelor's,Full-time,12.0,81210.0
Australia,10.0,Some college,Full-time,5.0,61109.0
Spain,10.0,Some college,Full-time,5.0,30164.0
Other,39.0,Bachelor's,Full-time,2.0,68429.0
Other,43.0,Bachelor's,Full-time,4.0,178345.0
United Kingdom of Great Britain and Northern Ireland,35.0,Some college,Full-time,7.0,47650.0
United States of America,16.0,Bachelor's,Full-time,4.0,300000.0
Other,18.0,Master's,Full-time,,89331.0
Italy,20.0,High school,Full-time,1.0,54527.0
Other,9.0,Master's,Full-time,4.0,27420.0
Germany,15.0,Professional,Full-time,9.0,92812.0
Italy,23.0,High school,Full-time,5.0,67289.0
Sweden,20.0,Master's,Full-time,3.0,61258.0
Other,10.0,Master's,Full-time,5.0,82115.0
India,14.0,Bachelor's,Full-time,11.0,58120.0
Poland,4.0,Some college,Full-time,18.0,13099.0
Germany,24.0,Bachelor's,Full-time,7.0,82370.0
Germany,10.0,Professional,Full-time,5.0,150819.0
Spain,15.0,Professional,Full-time,3.0,52207.0
Other,35.0,Associate's,Full-time,6.0,78382.0
Germany,15.0,Master's,Full-time,2.0,99773.0
Other,6.0,Bachelor's,Full-time,11.0,48726.0
Italy,18.0,Bachelor's,Full-time,2.0,46406.0
Poland,5.0,Bachelor's,Full-time,6.0,30019.0
Spain,15.0,Professional,Full-time,7.0,63808.0
United Kingdom of Great Britain and Northern Ireland,12.0,Bachelor's,Full-time,5.0,70794.0
Netherlands,40.0,Some college,Full-time,7.0,348044.0
India,12.0,Bachelor's,Full-time,8.0,19761.0
Other,15.0,Master's,Full-time,6.0,74889.0
Other,12.0,Master's,Full-time,7.0,93972.0
Sweden,15.0,Bachelor's,Full-time,7.0,69182.0
United States of America,12.0,Master's,Full-time,6.0,96750.0
Germany,6.0,Some college,Full-time,9.0,46406.0
United States of America,10.0,Bachelor's,Full-time,4.0,160000.0
India,15.0,Bachelor's,Full-time,8.0,10462.0
Other,6.0,Some college,Full-time,2.0,81210.0
Germany,40.0,Master's,Full-time,6.0,127616.0
Spain,14.0,Bachelor's,Full-time,5.0,203026.0
Sweden,30.0,Associate's,Full-time,7.0,63941.0
Other,15.0,Master's,Full-time,2.0,101911.0
Other,20.0,Professional,Full-time,4.0,69609.0
Germany,35.0,High school,Full-time,6.0,26683.0
Other,11.0,Master's,Full-time,6.0,46806.0
Other,28.0,Master's,Full-time,8.0,120000.0
Other,10.0,Associate's,Full-time,4.0,116640.0
Poland,6.0,Master's,Full-time,,60278.0
Poland,9.0,Master's,Full-time,4.0,51851.0
United Kingdom of Great Britain and Northern Ireland,7.0,Bachelor's,Full-time,4.0,68071.0
Spain,45.0,Some college,Full-time,9.0,81210.0
France,24.0,Bachelor's,Full-time,,121815.0
Other,13.0,Master's,Full-time,8.0,59301.0
Other,12.0,Master's,Full-time,10.0,40605.0
Other,18.0,Master's,Full-time,9.0,139218.0
United States of America,10.0,Bachelor's,Full-time,8.0,200000.0
Switzerland,34.0,Primary school,Full-time,1.0,161191.0
Poland,22.0,Master's,Full-time,2.0,122805.0
Poland,7.0,Associate's,Full-time,5.0,85145.0
Other,5.0,Bachelor's,Full-time,4.0,12724.0
Other,7.0,Some college,Full-time,5.0,49679.0
Other,25.0,Some college,Full-time,9.0,50118.0
France,15.0,Master's,Full-time,4.0,105573.0
Australia,9.0,Bachelor's,Full-time,4.0,123518.0
Other,10.0,Bachelor's,Full-time,10.0,27570.0
India,13.0,Bachelor's,Full-time,4.0,43009.0
Spain,6.0,Bachelor's,Full-time,5.0,29004.0
Other,18.0,Bachelor's,Full-time,4.0,151487.0
Sweden,18.0,Some college,Full-time,12.0,81761.0
Netherlands,21.0,Master's,Full-time,8.0,120655.0
Sweden,25.0,Some college,Full-time,7.0,47799.0
Other,25.0,Bachelor's,Full-time,1.0,56379.0
Other,10.0,Some college,Full-time,7.0,81210.0
United Kingdom of Great Britain and Northern Ireland,40.0,Master's,Full-time,4.0,77601.0
Other,8.0,Master's,Full-time,1.0,95132.0
Other,10.0,Master's,Full-time,4.0,81210.0
Canada,7.0,Bachelor's,Full-time,3.0,102142.0
Canada,6.0,Bachelor's,Full-time,5.0,91198.0
Other,24.0,Bachelor's,Full-time,3.0,98612.0
Switzerland,44.0,Professional,Other,5.0,173590.0
Other,24.0,Bachelor's,Full-time,3.0,127616.0
Other,10.0,Bachelor's,Full-time,3.0,12256.0
Spain,30.0,Master's,Full-time,1.0,75410.0
United States of America,20.0,Master's,Full-time,10.0,200000.0
France,22.0,Other,Full-time,7.0,63808.0
Switzerland,16.0,Bachelor's,Full-time,,167390.0
Australia,25.0,Bachelor's,Full-time,8.0,169024.0
Italy,16.0,Master's,Full-time,2.0,52207.0
France,10.0,Master's,Full-time,5.0,81210.0
Italy,16.0,Master's,Full-time,12.0,55687.0
Switzerland,10.0,Some college,Full-time,2.0,117793.0
India,14.0,Bachelor's,Full-time,9.0,30687.0
Switzerland,35.0,Bachelor's,Full-time,6.0,152511.0
Other,14.0,High school,Full-time,8.0,55987.0
Italy,6.0,High school,Full-time,5.0,58007.0
Spain,21.0,Associate's,Full-time,4.0,58007.0
United States of America,12.0,Bachelor's,Full-time,1.0,135000.0
Other,13.0,Some college,Full-time,6.0,65258.0
United Kingdom of Great Britain and Northern Ireland,15.0,Bachelor's,Full-time,9.0,190598.0
Italy,8.0,Master's,Full-time,4.0,30164.0
Other,6.0,Master's,Full-time,11.0,11601.0
Poland,25.0,Bachelor's,Full-time,11.0,32748.0
Germany,9.0,Master's,Student,2.0,26451.0
Netherlands,7.0,Associate's,Full-time,3.0,47334.0
France,20.0,Master's,Full-time,3.0,116015.0
Other,17.0,Bachelor's,Full-time,8.0,31122.0
Netherlands,16.0,Bachelor's,Full-time,8.0,75410.0
Other,7.0,Bachelor's,Full-time,7.0,29004.0
Other,16.0,Bachelor's,Full-time,11.0,179658.0
Other,15.0,Bachelor's,Full-time,3.0,92812.0
Germany,8.0,Bachelor's,Full-time,2.0,49306.0
Germany,25.0,Master's,Full-time,5.0,71929.0
Germany,18.0,Master's,Full-time,2.0,84691.0
Germany,5.0,High school,Full-time,6.0,19722.0
Switzerland,25.0,Bachelor's,Full-time,4.0,235586.0
Germany,45.0,Some college,Full-time,6.0,168221.0
Other,25.0,Master's,Full-time,2.0,166651.0
Other,4.0,Associate's,Full-time,7.0,22043.0
Other,9.0,Bachelor's,Full-time,7.0,20296.0
Other,10.0,Master's,Full-time,3.0,74133.0
United Kingdom of Great Britain and Northern Ireland,41.0,Master's,Full-time,5.0,78962.0
France,35.0,Professional,Full-time,4.0,139218.0
Switzerland,26.0,Bachelor's,Full-time,3.0,371979.0
Other,20.0,Master's,Full-time,13.0,69609.0
Other,8.0,Bachelor's,Full-time,3.0,29004.0
Other,5.0,High school,Full-time,9.0,18396.0
Australia,25.0,Master's,Full-time,7.0,147571.0
Other,17.0,Master's,Full-time,4.0,63000.0
Canada,18.0,Bachelor's,Full-time,2.0,153213.0
Switzerland,11.0,Bachelor's,Full-time,8.0,24799.0
United States of America,28.0,Bachelor's,Full-time,10.0,250000.0
Other,12.0,Bachelor's,Full-time,9.0,62836.0
Netherlands,15.0,Master's,Full-time,2.0,60328.0
Germany,17.0,Master's,Full-time,7.0,69609.0
Poland,12.0,Bachelor's,Full-time,2.0,136450.0
Other,30.0,High school,Full-time,6.0,23403.0
France,31.0,Bachelor's,Full-time,9.0,185623.0
Germany,6.0,Master's,Full-time,7.0,104413.0
Sweden,6.0,Master's,Full-time,8.0,68134.0
Italy,40.0,Some college,Full-time,3.0,63808.0
Germany,7.0,Associate's,Full-time,5.0,84500.0
Germany,13.0,Professional,Full-time,3.0,232029.0
United Kingdom of Great Britain and Northern Ireland,26.0,Bachelor's,Full-time,9.0,374389.0
Switzerland,17.0,Master's,Full-time,10.0,123993.0
Germany,13.0,Bachelor's,Full-time,12.0,83531.0
Other,30.0,Associate's,Full-time,9.0,30297.0
Germany,30.0,Master's,Full-time,6.0,116015.0
Other,25.0,High school,Full-time,4.0,115707.0
Germany,20.0,Master's,Full-time,7.0,81210.0
United Kingdom of Great Britain and Northern Ireland,20.0,Bachelor's,Full-time,7.0,74878.0
Sweden,40.0,Some college,Full-time,3.0,70440.0
Other,7.0,Bachelor's,Full-time,10.0,14187.0
United States of America,30.0,Some college,Full-time,8.0,250000.0
United States of America,1.0,Associate's,Full-time,3.0,75000.0
Italy,17.0,Some college,Full-time,5.0,46406.0
Switzerland,12.0,Bachelor's,Full-time,10.0,89275.0
Australia,41.0,Bachelor's,Full-time,3.0,156022.0
Switzerland,20.0,Bachelor's,Full-time,4.0,142592.0
United Kingdom of Great Britain and Northern Ireland,9.0,Some college,Full-time,12.0,108913.0
United Kingdom of Great Britain and Northern Ireland,10.0,Master's,Full-time,7.0,54457.0
Germany,8.0,High school,Full-time,3.0,44086.0
Italy,20.0,Bachelor's,Full-time,6.0,63808.0
United Kingdom of Great Britain and Northern Ireland,9.0,Bachelor's,Full-time,3.0,70794.0
Germany,15.0,Master's,Full-time,5.0,127616.0
Switzerland,14.0,Bachelor's,Full-time,3.0,136392.0
Spain,28.0,Master's,Full-time,2.0,69609.0
Other,6.0,Bachelor's,Full-time,8.0,15976.0
United Kingdom of Great Britain and Northern Ireland,20.0,Master's,Full-time,7.0,55818.0
Netherlands,25.0,Master's,Full-time,4.0,81210.0
Other,11.0,Some college,Full-time,4.0,55687.0
Germany,12.0,Master's,Student,5.0,58007.0
Netherlands,37.0,Professional,Full-time,2.0,127616.0
Australia,13.0,Bachelor's,Full-time,5.0,50382.0
Other,25.0,Master's,Full-time,5.0,62180.0
Germany,15.0,Professional,Full-time,3.0,92812.0
Italy,19.0,Bachelor's,Full-time,3.0,98612.0
Other,23.0,Some college,Full-time,3.0,52207.0
United States of America,11.0,High school,Full-time,7.0,167000.0
Italy,18.0,Master's,Full-time,3.0,110214.0
India,18.0,Bachelor's,Full-time,9.0,46496.0
Other,4.0,Bachelor's,Full-time,3.0,15480.0
United States of America,22.0,Master's,Full-time,8.0,140000.0
Other,50.0,Professional,Full-time,4.0,93312.0
Poland,7.0,Bachelor's,Full-time,6.0,76412.0
Other,25.0,High school,Full-time,4.0,23403.0
Other,20.0,Bachelor's,Full-time,4.0,139218.0
Germany,7.0,Master's,Full-time,7.0,87011.0
United Kingdom of Great Britain and Northern Ireland,40.0,Bachelor's,Full-time,6.0,66709.0
Netherlands,15.0,Bachelor's,Full-time,6.0,98612.0
Other,3.0,High school,Student,15.0,32764.0
Switzerland,28.0,Professional,Full-time,7.0,185989.0
United Kingdom of Great Britain and Northern Ireland,15.0,Master's,Full-time,6.0,142949.0
Italy,18.0,Bachelor's,Full-time,3.0,32484.0
Other,6.0,Bachelor's,Full-time,5.0,41765.0
Other,42.0,Master's,Full-time,8.0,108864.0
Netherlands,15.0,Bachelor's,Full-time,4.0,89129.0
Germany,28.0,High school,Full-time,5.0,60328.0
Other,30.0,Professional,Full-time,3.0,70208.0
Germany,30.0,Master's,Full-time,2.0,81210.0
Other,7.0,Bachelor's,Full-time,3.0,31324.0
United Kingdom of Great Britain and Northern Ireland,8.0,Professional,Full-time,6.0,68071.0
India,5.0,Bachelor's,Full-time,4.0,60000.0
Germany,6.0,Other,Full-time,9.0,53367.0
Other,30.0,Some college,Full-time,11.0,63120.0
Sweden,24.0,Bachelor's,Full-time,8.0,55346.0
Netherlands,15.0,Master's,Full-time,5.0,46406.0
Other,23.0,Master's,Full-time,5.0,75410.0
Sweden,25.0,Master's,Full-time,10.0,83857.0
Italy,8.0,Master's,Full-time,4.0,12762.0
Spain,18.0,Associate's,Full-time,5.0,52207.0
Netherlands,30.0,Bachelor's,Full-time,4.0,81210.0
Other,12.0,Some college,Full-time,7.0,68203.0
Germany,43.0,High school,Full-time,6.0,75410.0
Germany,15.0,Master's,Full-time,7.0,66128.0
Other,13.0,Bachelor's,Full-time,9.0,155895.0
Australia,15.0,Some college,Full-time,,20567.0
Other,14.0,Bachelor's,Full-time,14.0,41640.0
Poland,7.0,Bachelor's,Full-time,5.0,49142.0
United Kingdom of Great Britain and Northern Ireland,25.0,Bachelor's,Full-time,6.0,125250.0
Germany,25.0,Some college,Full-time,8.0,59167.0
Italy,6.0,Some college,Full-time,7.0,37125.0
United Kingdom of Great Britain and Northern Ireland,23.0,Bachelor's,Full-time,1.0,61264.0
United States of America,15.0,Associate's,Full-time,7.0,156000.0
Other,10.0,Master's,Full-time,4.0,74133.0
France,20.0,Master's,Full-time,7.0,52207.0
Germany,4.0,Master's,Full-time,8.0,63808.0
Germany,28.0,Master's,Full-time,5.0,179823.0
Brazil,10.0,Bachelor's,Full-time,6.0,15047.0
Other,20.0,Master's,Full-time,5.0,69609.0
United Kingdom of Great Britain and Northern Ireland,25.0,Bachelor's,Full-time,4.0,106190.0
Other,5.0,Bachelor's,Full-time,10.0,17402.0
Other,14.0,High school,Full-time,4.0,87011.0
Spain,30.0,Master's,Full-time,1.0,46406.0
Poland,20.0,Master's,Full-time,2.0,87328.0
Other,22.0,Master's,Full-time,6.0,93312.0
Other,18.0,Professional,Full-time,3.0,150819.0
Ukraine,4.0,Bachelor's,Full-time,13.0,19413.0
United Kingdom of Great Britain and Northern Ireland,10.0,Master's,Full-time,1.0,149756.0
India,9.0,Bachelor's,Full-time,8.0,13949.0
Switzerland,37.0,Bachelor's,Full-time,3.0,198389.0
Italy,21.0,Master's,Full-time,4.0,92812.0
Germany,16.0,Master's,Full-time,5.0,69609.0
United Kingdom of Great Britain and Northern Ireland,3.0,Some college,Full-time,7.0,65348.0
Australia,16.0,Some college,Full-time,6.0,130019.0
